North	East
40139.14	184712.7
40115.79	184481.32
40055.75	184353.1
40060	184248.55
39904.59	184053.58
39252.47	184027.08
39149.55	184148.71
38790.87	184134.14
38698.16	184004.55
38535.1	183997.92
38442.39	183868.4
38148.95	183856.47
38118.82	183792.36
38220.89	183691.68
38231.12	183440.57
38168.54	183375.14
37809	183381.5
37706.93	183482.1
37609.12	183478.12
37538.76	183601.04
37147.51	183585.11
37044.58	183706.79
36327.22	183677.61
36225.15	183778.25
35670.84	183755.72
35603.05	183815.88
35593.69	184046.2
35779.12	184305.44
35774.88	184410.07
35837.58	184475.52
36000.64	184482.13
36093.36	184611.7
36191.18	184615.66
36221.2	184679.85
36186.09	184741.33
35696.92	184721.54
35574.17	184527.76
35578.4	184423.13
35548.38	184359
35091.89	184340.5
34999.17	184210.83
34901.36	184206.87
34808.64	184077.26
33993.46	184044.19
33899.9	183935.55
33607.2	183902.65
33513.64	183793.93
33415.83	183789.96
33355.8	183661.64
32605.76	183631.16
32467.72	183814.48
32463.47	183919.17
32616.33	184177.24
32612.09	184281.93
32704.81	184411.58
32676.02	185123.85
32831.48	185319.02
33092.35	185329.54
33185.09	185459.16
33381.56	185446.05
33441.63	185574.41
33637.37	185582.3
33760.16	185776.04
NA	NA
33205.85	185753.73
33083.06	185559.97
32724.38	185545.52
32631.63	185415.83
32435.05	185428.94
32342.3	185299.3
32179.35	185292.73
32116.64	185227.25
32424.45	184882.93
32022.56	184321
31174.82	184286.68
31071.92	184408.44
31006.67	184405.8
30766.61	184689.97
30761.53	184815.77
30658.64	184937.55
30782.26	185110.48
30880.07	185114.43
31219.34	185610.84
31414.96	185618.72
31445.11	185682.89
NA	NA
73928.38	185085.6
73860.69	185145.29
73888.16	185271.4
73919.03	185314.26
73954.26	185253.24
73958.51	185149.29
73928.38	185085.6
NA	NA
40917.83	146345.71
40882.15	146406.9
40877.16	146511.53
40939.41	146577.4
41004.64	146580.51
41072.88	146520.87
41077.87	146416.25
41015.63	146350.38
40917.83	146345.71
NA	NA
59221.37	175109.01
59153.58	175168.77
59148.25	175293.83
59210.72	175359.21
59246.07	175297.99
59251.39	175172.93
59221.37	175109.01
NA	NA
75967.77	183150.12
75899.94	183209.76
75894.8	183334.42
75957.48	183399.44
76022.61	183402.13
76090.43	183342.49
76095.58	183217.83
76032.9	183152.81
75967.77	183150.12
NA	NA
20529.32	181836.9
20462.36	181876.25
20457.22	182002.23
20519.9	182067.87
20617.71	182071.86
20652.84	182010.2
20657.12	181905.2
20627.13	181840.89
20529.32	181836.9
NA	NA
21098.19	181502.6
21031.23	181541.95
21026.09	181667.91
21088.76	181733.56
21186.57	181737.55
21221.71	181675.9
21226	181570.91
21196	181506.6
21098.19	181502.6
NA	NA
31143.6	133693.05
31003.81	133875.18
30997.53	134000.94
31026.96	134065.45
31222.56	134075.21
31290.93	134015.59
31270.82	133762.44
31241.4	133697.93
31143.6	133693.05
NA	NA
29748.34	151065.73
29712.84	151127.1
29702.08	151357.72
29731.71	151422.13
29829.51	151426.69
29921.45	151557.03
30060.73	151374.45
29846.14	151070.3
29748.34	151065.73
NA	NA
25950.32	147061.57
25914.66	147122.96
25908.7	147248.83
25939.38	147292.36
26134.99	147301.62
26169.54	147261.18
26175.5	147135.32
26145.92	147070.84
25950.32	147061.57
NA	NA
52951.9	169740.23
52916.61	169801.43
52912.07	169905.8
52941.92	169969.82
52977.21	169908.63
52981.75	169804.26
52951.9	169740.23
NA	NA
45666.47	164544.17
45631.12	164605.42
45593.92	164708.5
45656.27	164774.08
45754.08	164778.42
45789.54	164717.18
45794.17	164612.66
45764.28	164548.51
45666.47	164544.17
NA	NA
59417.11	175117.34
59349.2	175177.1
59343.88	175302.16
59407.35	175346.64
59442.58	175285.5
59447.01	175181.26
59417.11	175117.34
NA	NA
17489.26	165674.41
17350.62	165857.79
17345.1	165983.92
17374.91	166048.38
17571.44	166035.87
17709.28	165873.48
17714.79	165747.43
17684.88	165682.97
17489.26	165674.41
NA	NA
19940.92	136839.63
19905.25	136901.04
19899.06	137027.07
19928.52	137091.68
20026.32	137096.49
20094.65	137036.68
20100.85	136910.67
20037.68	136865.42
19940.92	136839.63
NA	NA
44072.51	162923.26
44004.58	162983.06
43994.31	163213.05
44056.64	163278.67
44154.45	163283.04
44189.92	163221.78
44195.52	163096.35
44072.51	162923.26
NA	NA
43385.09	157172.43
43349.65	157233.67
43339.14	157463.69
43368.84	157527.9
43564.45	157536.84
43632.56	157477.1
43610.51	157245.6
43580.7	157181.38
43385.09	157172.43
NA	NA
60848.86	176013.39
60814.52	176053.71
60809.22	176178.73
60839.14	176242.63
60873.58	176202.39
60878.88	176077.36
60848.86	176013.39
NA	NA
75949.68	182795.53
75914.54	182856.52
75909.38	182981.18
75972.06	183046.21
76037.19	183048.9
76105.02	182989.26
76110.17	182864.6
76047.5	182799.58
75949.68	182795.53
NA	NA
61441.15	177458.03
61405.83	177519.16
61400.56	177644.17
61431.49	177687.17
61529.3	177691.29
61564.5	177630.16
61568.89	177526.03
61538.96	177462.15
61441.15	177458.03
NA	NA
40650.99	146458.78
40582.75	146518.43
40610.44	146624.61
40640.01	146688.93
40737.81	146693.59
40773.37	146632.38
40778.36	146527.76
40748.79	146463.44
40650.99	146458.78
NA	NA
20800.36	181595.6
20765.22	181657.25
20760.08	181783.22
20790.07	181847.54
20857.89	181787.22
20863.03	181661.25
20800.36	181595.6
NA	NA
21369.36	181261.35
21334.11	181322.99
21328.96	181448.95
21359.06	181513.27
21426.77	181452.95
21431.92	181327
21369.36	181261.35
NA	NA
20246.06	181572.95
20210.92	181634.61
20205.78	181760.6
20235.77	181824.92
20333.7	181828.91
20401.4	181768.58
20406.54	181642.6
20343.98	181576.95
20246.06	181572.95
NA	NA
71735.74	184391.9
71667.2	184472.45
71662.94	184576.37
71725.52	184641.42
71823.34	184645.43
71858.57	184584.39
71863.68	184459.63
71832.71	184416.68
71735.74	184391.9
NA	NA
63778.63	181708.44
63710.8	181768.21
63701.32	181997.32
63763.98	182062.5
63861.8	182066.54
63896.95	182005.41
63906.43	181776.31
63843.88	181711.14
63778.63	181708.44
NA	NA
25025.97	131851.63
24887.07	132012.98
24880.75	132138.89
24910.27	132203.48
25105.86	132213.29
25141.58	132151.97
25147.9	132026.07
25025.97	131851.63
NA	NA
33760.16	185776.04
33760.16	185776.04
NA	NA
46465.25	257587.64
46468.62	257462.32
46312.28	257207.21
46318.47	256977.5
46487.76	256752.12
46493.97	256522.34
46368.67	256330.83
46270.84	256328.17
46176.3	256200.12
45719.84	256187.74
45688.86	256124.18
45691.69	256019.78
45597.27	255891.78
45600.68	255766.37
45634.96	255704.58
45732.9	255707.25
45799.18	255667.29
45802.59	255541.95
45424.4	255050.7
45430.68	254820.88
45633.21	254575.55
45538.25	254468.39
45545.13	254217.7
45645.84	254115.92
45652.74	253865.23
45686.46	253824.33
45784.4	253827.03
46021.28	253519.99
46024.16	253415.52
46428.78	252945.91
46432.26	252820.59
46532.99	252718.84
46536.47	252593.52
46841.7	252183.95
46939.53	252186.68
47040.85	252064.1
47138.68	252066.83
47233.01	252194.86
47330.84	252197.59
47456	252389.18
47446.12	252744.22
47541.04	252851.37
47524.84	253436.14
47423.55	253558.74
47454.5	253622.29
47552.33	253624.99
47741.64	253860.12
47876.65	253696.64
47782.28	253568.65
47788.64	253338.93
47694.28	253210.92
47710.51	252626.17
48013.88	252279.34
48017.38	252154.05
48118.7	252031.5
48121.62	251927.07
48222.95	251804.52
48229.38	251574.81
48298.15	251451.36
48141.51	251217.08
48145.03	251091.79
48245.79	250990.12
48216.75	250863.92
48318.1	250741.39
48357.15	250512.61
48168.57	250256.52
48172.11	250131.24
48077.24	250024.04
48087.3	249669.04
48223.15	249484.82
48516.63	249493.16
48550.98	249431.45
48564.06	248972.06
48631.1	248911.28
48989.84	248921.51
49091.24	248799.04
49352.15	248806.49
49452.96	248704.88
49547.8	248812.08
49645.63	248814.87
49739.88	248942.91
49837.71	248945.7
49899.39	249072.81
49997.22	249075.59
50064.26	249014.83
50067.83	248889.59
50102.19	248827.91
50200.02	248830.7
50294.27	248958.73
50359.53	248960.59
50426.46	248899.83
50436.6	248544.99
50471.07	248483.31
50568.9	248486.11
50669.72	248384.53
51322.54	248382.29
51572.7	248765.45
51768.95	248750.13
51863.2	248878.19
51961.02	248880.98
52061.83	248779.43
52127.69	248760.38
52228.5	248658.9
52326.32	248661.7
52427.73	248539.31
52521.98	248667.29
52717.63	248672.89
53090.12	248203.32
53187.95	248206.13
53218.83	248269.65
53212.26	248499.14
53110.73	248621.5
53107.15	248746.67
53202.11	248853.8
53198.53	248978.96
53097.02	249101.33
53094.05	249205.66
53059.69	249267.32
52864.04	249261.74
52762.64	249384.13
52697.39	249382.27
52630.46	249443.01
52626.9	249568.19
52526	249669.74
52620.38	249797.7
52616.83	249922.88
52680.79	249966.48
52746.04	249968.33
52813.07	249907.59
52822.56	249573.75
52856.91	249512.09
53150.39	249520.44
53306.95	249754.57
53502.61	249760.12
53569.64	249699.4
53380.51	249464.35
53384.08	249339.19
53289.82	249211.24
53292.79	249106.92
53394.19	248984.55
53397.17	248880.22
53431.53	248818.58
53529.36	248821.37
53563.72	248759.72
53603.57	248510.35
53738.75	248347.19
53836.58	248349.99
53871.06	248288.36
53840.17	248224.84
53644.51	248219.23
53424.67	247920.61
53455.37	246856.68
53489.76	246794.97
53587.59	246797.81
53654.66	246737.12
53591.21	246672.65
53395.56	246666.98
53270	246496.36
53276.66	246266.87
53151.62	246075.25
53053.79	246072.4
53023.04	246008.87
53026.68	245883.7
53161.95	245720.58
53422.86	245728.19
53611.82	245963.38
53970.56	245973.83
54037.64	245913.15
54040.68	245808.84
54009.82	245745.32
53716.34	245736.75
53685.59	245673.23
53855.38	245448.52
53859.04	245323.37
53764.87	245195.35
53771.59	244965.88
53710.01	244838.81
53713.07	244734.49
54051.39	244326.88
54507.95	244340.32
54602.71	244447.51
55613.66	244477.25
55714.56	244375.85
55975.47	244383.53
56076.98	244261.31
56435.72	244271.89
56537.23	244149.68
56732.89	244155.45
56983.36	244517.56
57049.84	244477.76
57053.52	244352.69
56959.38	244224.73
56973.54	243745.24
57244.94	243398.56
57248.04	243294.31
57315.04	243233.7
57510.8	243239.51
57579.66	243116.38
57691.75	242639.86
57597.03	242532.7
57531.88	242530.76
57468.49	242466.28
57472.22	242341.21
57346.69	242170.54
57248.87	242167.61
57218.16	242104.1
57221.9	241979.03
56939.03	241615.83
56735.89	241860.14
56732.77	241964.4
56920.95	242220.41
56903.54	242804.17
56395.22	243435.97
56297.28	243433.07
56233.99	243368.59
56244.51	243014.13
56213.06	242971.43
55976.17	243256.58
55973.08	243360.86
55871.55	243483.06
55867.84	243608.17
55732.4	243771.14
55634.57	243768.25
55570.66	243724.59
55574.36	243599.48
55449.41	243407.95
55414.98	243469.54
55408.2	243698.94
55341.09	243759.57
55243.26	243756.68
55072.79	244002.11
54518.4	243985.75
54455.1	243921.26
54458.8	243796.12
54364.06	243688.92
54381.97	243084.05
54483.51	242961.82
54452.07	242919.11
54354.24	242916.21
54323.53	242852.67
54330.97	242602.38
54142.16	242367.1
54152.74	242012.5
54187.18	241950.9
54285.01	241953.82
54352.13	241893.2
54288.75	241828.68
54125.67	241823.8
53967.69	241652.04
53978.32	241297.42
53884.25	241169.33
53888.01	241044.18
53856.59	241001.45
53721.17	241164.43
53699.92	241873.7
53632.79	241934.33
53534.97	241931.41
53465.97	242054.62
53368.15	242051.7
53301.02	242112.33
53297.91	242216.66
53263.47	242278.27
52969.99	242269.52
52901.01	242392.75
52803.18	242389.84
52736.06	242450.48
52799.45	242515.01
53158.19	242525.69
53189.52	242568.41
53218.48	242694.55
53249.19	242758.1
53444.84	242763.92
53475.66	242827.47
53468.85	243056.96
53266.28	243280.64
53258.87	243530.98
53022.01	243816.32
52761.1	243808.61
52666.97	243680.54
52569.15	243677.65
52160.6	243143.44
52171.12	242788.71
52272.78	242666.43
52279.61	242436.89
52248.79	242373.32
52150.97	242370.41
52117.15	242411.19
52073.3	242785.8
52038.87	242847.43
51941.04	242844.53
51907.23	242885.31
52001.34	243013.42
51997.63	243138.61
52059.68	243244.9
52055.97	243370.09
52150.09	243498.18
52143.31	243727.72
52206.71	243792.25
52304.54	243795.13
52366.1	243922.25
52467.62	243799.95
52565.45	243802.84
52785.17	244101.68
52781.48	244226.86
53001.11	244525.67
53098.94	244528.55
53318.7	244827.33
53308.31	245181.99
53070.82	245488.23
52614.26	245474.89
52310.43	245821.11
52049.52	245813.51
51948.65	245914.94
51753	245909.25
51690.78	245803.06
51592.95	245800.21
51373.86	245480.46
51347.89	245249.93
51286.4	245122.81
51289.46	245018.45
51195.3	244890.37
51198.97	244765.15
51104.71	244637.06
51111.45	244407.48
51016.69	244300.23
51020.38	244175.01
50612.5	243619.85
50514.68	243616.96
50358.38	243382.52
49901.82	243369.01
49496.34	243837.61
49431.08	243835.68
49228.66	244059.58
48935.18	244050.94
48833.67	244173.33
48572.76	244165.66
48509.35	244101.1
48570.28	243141.55
48638.63	243039.06
48649.16	242684.09
48210.62	242064.95
48214.35	241939.67
48183.03	241896.91
47987.38	241891.07
47862.48	241699.23
47866.22	241573.94
48001.73	241410.76
48360.46	241421.5
48454.54	241549.71
48556.11	241427.36
48653.94	241430.29
48755.52	241307.94
48852.72	241331.72
48884.04	241374.48
48880.29	241499.75
49099.88	241798.9
49556.44	241812.53
49658.01	241690.2
49755.84	241693.13
49958.36	241469.34
50023.61	241471.29
50125.19	241348.98
50223.02	241351.91
50289.52	241312.09
50260.59	241185.88
50327.73	241125.21
50425.55	241128.15
50460	241066.51
50463.77	240941.28
50530.28	240901.47
50628.1	240904.41
51814.18	239457.05
51817.98	239331.85
52021.36	239087.33
52024.53	238983.04
52872.2	237943.76
52876.04	237818.51
53078.84	237595.08
53082.68	237469.83
53184.36	237347.67
53195.27	236992.99
53296.32	236891.67
53304.04	236641.34
53372.41	236539.02
53412.83	236289.7
53583.02	236065.26
53605.05	235355.95
53706.78	235233.84
53713.93	235004.36
53620.01	234876.14
53721.75	234754.04
53743.95	234044.75
53712.58	234001.98
53615.41	233978.08
53552.12	233913.44
53555.4	233809.12
53461.51	233680.88
53497.47	233577.58
53566.56	233454.46
53573.79	233224.97
53675.67	233102.9
53686.87	232748.25
53788.66	232626.18
53795.93	232396.7
53732.66	232332.05
53667.4	232329.98
53604.13	232265.33
53637.98	231201.37
53739.91	231079.34
53743.25	230975.01
53845.07	230852.98
53853.09	230602.59
53954.25	230501.47
53958.27	230376.32
54060.11	230254.23
54121.38	228355.94
54026.94	228248.45
54038.47	227893.82
53944.72	227765.47
53963.78	227181.36
53776.21	226924.63
53779.62	226820.31
53881.66	226698.36
53851.03	226634.7
53753.2	226631.5
53690	226566.78
53693.42	226462.45
53319.95	225907.17
53222.13	225903.95
53034.04	225667.98
52936.22	225664.76
52905.71	225601.1
53109.62	225357.19
53046.43	225292.44
52947.92	225310.05
52675.32	225656.16
52381.85	225646.49
52288.15	225518.07
52222.9	225515.92
52159.71	225451.17
52163.85	225325.96
51945.28	225026.26
51847.46	225023.02
51816.96	224959.34
51820.41	224854.98
51726.62	224726.52
51734.23	224496.94
51640.56	224368.49
51644.72	224243.27
51519.87	224071.96
50965.51	224053.53
50841.36	223861.35
50844.83	223756.96
50914.14	223633.9
50921.8	223404.28
51023.8	223282.32
51031.47	223052.71
51133.48	222930.75
51141.17	222701.14
51345.21	222457.25
51352.91	222227.65
51289.88	222162.85
50931.16	222150.8
50837.54	222022.28
50739.72	222018.99
50708.44	221976.12
50712.66	221850.88
50619.05	221722.35
50721.09	221600.34
50724.61	221496.02
50631.01	221367.48
50647.24	220887.3
50398.47	220523.59
50406.26	220294.02
50219.01	220036.8
50222.56	219932.41
50129	219803.83
50136.82	219574.17
50043.27	219445.58
50059.66	218965.42
50161.05	218864.36
50165.34	218739.11
50071.81	218610.5
50083.98	218255.59
50287.51	218032.66
50295.41	217803.01
50499.79	217559.26
50504.1	217434.01
50674.99	217210
50682.92	216980.36
50785.07	216858.51
50789.41	216733.27
50993.01	216510.42
51017.65	215800.71
50611.98	215264.07
50514.89	215239.81
50420.71	215131.99
50257.64	215126.3
50101.13	214932.72
50202.6	214831.74
50206.98	214706.49
50274.43	214646.14
50535.32	214655.28
50671.56	214492.83
50684.74	214117.1
50653.64	214074.18
50555.82	214070.75
50244.35	213641.76
50281.93	212577.03
50384.19	212455.25
50388.63	212329.92
50490.89	212208.14
50494.59	212103.82
50529.49	212042.35
50725.13	212049.3
50827.41	211927.46
50925.23	211930.93
51048.94	212123.49
51040.8	212353.04
51289.12	212717.2
51268.48	213301.58
51330.78	213387.41
51428.61	213390.86
51463.38	213329.4
51489.2	212598.83
51240.99	212234.75
51244.7	212130.44
50933.39	211701.38
50737.75	211694.42
50707.41	211630.57
50679.18	211504.16
50617.65	211397.51
50622.11	211272.2
50559.21	211207.25
50396.14	211201.44
50239.02	211028.66
50251.7	210673.68
50097.59	210417.33
50101.33	210312.92
50136.26	210251.46
50234.08	210254.97
50268.89	210193.51
50238.57	210129.71
50140.75	210126.21
50047.42	209997.44
49590.14	210001.98
49496.82	209873.13
49333.75	209867.28
49177.43	209673.5
49181.18	209569.08
49318.44	209385.85
49514.08	209392.89
49683.05	209231.71
49659.52	208979.99
49727.03	208919.71
49824.84	208923.24
49996.21	208699.46
50094.03	208702.99
50187.32	208831.78
51948.19	208895.36
52324.25	208428.33
52519.89	208435.41
52622.25	208313.75
52883.14	208323.2
52950.66	208262.97
52954.44	208158.62
53056.8	208036.98
53065.13	207807.44
52848.19	207486.16
52359.1	207468.36
52327.93	207425.41
52332.49	207300.2
52239.23	207171.43
52243.8	207046.22
52149.79	206938.29
52154.36	206813.07
52061.11	206684.29
52097.6	206581.11
52004.36	206452.32
52030.36	205742.72
51937.03	205613.91
51940.86	205509.53
51847.65	205380.72
51852.25	205255.5
51759.04	205126.68
51767.5	204897.08
51425.74	204424.63
51443.5	203944.55
51478.5	203883.15
51576.32	203886.77
51643.89	203826.58
51580.97	203761.47
51320.08	203751.8
51226.13	203643.86
51128.31	203640.23
51065.39	203575.19
51070.03	203449.95
50946.63	203257.17
50848.81	203253.54
50754.87	203145.58
50657.05	203141.94
50596.46	203014.19
50498.64	203010.55
50404.71	202902.58
50209.07	202895.3
50107.37	202995.99
49748.67	202982.65
49646.19	203104.35
49091.84	203083.75
49022.72	203185.68
48924.12	203202.98
48857.32	203242.27
48852.67	203367.63
48750.2	203489.3
48741.68	203719.03
48706.79	203780.47
47891.57	203750.27
47789.11	203871.97
47691.29	203868.35
47628.36	203803.27
47636.87	203573.49
47739.34	203451.8
47748.64	203201.09
47850.34	203100.34
47855	202974.95
47730.82	202803.06
47633.01	202799.42
47352.67	202433.38
47255.63	202408.79
47194.38	202301.97
47096.57	202298.32
46630	201674.14
46467.04	201668.04
46373.02	201559.9
46014.43	201546.48
45775.18	201830.48
45770.49	201955.91
45702.9	202016.16
45605.08	202012.51
45451.5	201755.6
45353.57	201751.94
45259.66	201643.85
45162.62	201619.25
45068.72	201511.08
45003.58	201508.64
44901.85	201609.5
44803.92	201605.83
44616.89	201368.6
44581.98	201430.08
44577.28	201555.55
44510.47	201594.86
44053.95	201577.78
43960.04	201469.59
43796.98	201463.49
43627.77	201624.64
43623.08	201750.06
43451.43	201973.93
43446.75	202099.35
43345.03	202200.25
43335.69	202451.09
43268.11	202511.45
42713.77	202490.82
42496.47	202189.6
42501.14	202064.09
42408.01	201934.99
42411.91	201830.5
42288.44	201637.39
42190.62	201633.73
42036.16	201397.62
41840.52	201390.3
41654.28	201132.05
41491.21	201125.94
41081.95	201592.31
40984.14	201588.66
40860	201416.52
40864.7	201290.97
40771.58	201161.82
40776.28	201036.34
40311.41	200369.57
39365.81	200334.03
39271.93	200225.73
39174.9	200201.16
