North	East
501860.42	170470.56
501866.16	170356.27
502211.42	169991.69
502765.92	170019.58
502972.16	169819.92
503070.11	169824.86
503173.71	169715.53
503434.56	169728.66
503538.28	169619.35
503636.12	169624.28
504015.95	169223.46
504113.91	169228.4
504391.11	168917.91
504586.91	168927.81
504690.53	168818.54
504886.23	168828.44
505024.36	168682.74
505046.54	168244.91
505392.1	167880.77
505587.79	167890.71
505691.44	167781.49
505952.39	167794.75
506158.73	167595.34
506876.34	167631.86
506969.34	167731.99
507523.84	167760.2
507615.88	167879.32
507811.57	167889.27
507903.62	168008.38
508001.46	168013.36
508061.9	168111.81
508257.59	168121.75
508349.64	168240.84
508447.48	168245.81
508482.96	168190.4
508487.79	168095.28
508627.03	167930.73
508749.72	168089.54
508678.65	168200.34
508672.86	168314.46
508795.67	168473.27
508892.55	168497.23
509077.63	168716.37
509240.75	168724.64
509332.81	168843.7
509430.66	168848.66
509461.31	168888.36
509449.76	169116.56
509347.1	169206.72
509501.56	169386.11
509599.4	169391.06
509966.79	169886.24
509961.03	170000.33
509821.98	170164.88
509626.29	170155.02
509534.19	170036
509498.63	170091.4
509493.83	170186.5
509354.79	170351.08
509159.1	170341.23
509123.54	170396.64
509153.36	170455.34
509446.9	170470.11
509482.35	170414.7
509488.09	170300.6
509556.23	170246.84
509621.5	170250.12
509683.78	170310.45
509672.3	170538.64
509569.67	170628.82
509691.61	170806.52
509795.19	170697.34
509893.04	170702.26
509928.48	170646.85
509944.75	170323.59
510047.38	170233.43
510053.13	170119.34
510192.29	169954.8
510290.14	169959.74
510352.53	170020.07
510336.25	170343.3
510232.66	170452.45
510325.72	170552.46
510319.98	170666.54
510349.69	170725.21
510643.24	170739.97
510713.28	170648.24
510812.09	170634.1
510904.2	170753.09
511360.86	170776.04
511452.97	170895.01
511746.52	170909.76
511806.05	171027.14
511904.86	171013.01
511972.04	170978.25
511977.77	170864.22
512013.21	170808.84
512404.6	170828.52
512464.14	170945.82
512671.3	170727.62
512866.04	170756.51
512902.55	170682.1
512564.8	170245.93
512570.55	170131.91
512385.4	169912.98
512407.49	169475.86
512546.57	169311.42
512701.03	169490.7
512674.15	170022.83
512795.95	170200.43
512893.79	170205.37
512985.89	170324.31
513246.86	170337.46
513310.21	170378.77
513304.47	170492.77
513334.17	170551.41
513432.02	170556.34
513647.02	170833.85
513636.51	171042.85
513758.35	171220.39
513861.92	171111.32
513954.04	171230.22
514057.62	171121.15
514155.47	171126.07
514191.02	171070.72
514217.78	170538.78
514285.81	170485.07
514351.08	170488.36
514413.48	170548.63
514402	170776.58
514431.71	170835.27
514530.51	170821.16
514565.12	170784.79
514570.85	170670.82
514638.88	170617.12
514899.84	170630.26
514962.24	170690.53
514951.73	170899.47
514981.44	170958.09
515085.02	170849.06
515114.85	170907.68
515141.69	171023.27
515264.48	171181.79
515362.44	171186.71
515396.93	171150.34
515304.81	171031.48
515326.8	170594.64
515464.88	170449.26
515562.73	170454.19
515840.01	170791.84
516394.62	170819.76
516498.21	170710.76
516563.37	170714.05
516631.5	170660.37
516538.44	170560.49
516544.19	170446.57
516683.23	170282.27
516878.93	170292.15
516981.68	170202.14
517438.23	170225.2
517531.39	170325.08
517694.4	170333.31
517900.64	170134.37
517998.6	170139.32
518102.2	170030.38
518200.05	170035.33
518292.14	170154.15
518455.15	170162.38
518523.29	170108.75
518529.05	169994.88
518563.66	169958.55
518857.2	169973.4
518917.56	170071.6
519406.91	170096.34
519684.19	169786.95
520238.7	169815.03
520341.35	169725.11
520537.04	169735.02
520640.66	169626.16
520803.78	169634.42
520907.39	169525.57
521005.24	169530.53
521040.7	169475.28
521045.52	169380.42
521251.8	169181.69
521222.12	169123.13
521125.23	169099.21
521061.89	169057.94
521067.67	168944.13
520852.91	168666.94
520298.41	168638.72
520195.73	168728.62
520032.62	168720.32
519969.28	168679.04
519980.87	168451.36
519888.82	168332.54
519926.24	168239.32
519997.31	168128.81
520003.11	168014.97
520070.32	167980.34
520168.17	167985.33
520198.81	168024.96
520193	168138.79
520285.04	168257.61
520279.24	168371.44
520309.03	168430.01
520407.85	168416.05
520474.94	168381.41
520448.16	168265.92
520516.33	168212.34
520809.87	168227.3
520869.33	168344.45
520972.98	168235.62
521070.83	168240.61
521173.51	168150.74
521272.33	168136.79
521375.98	168027.98
521440.28	168050.25
521543.94	167941.45
521739.63	167951.44
521878.78	167787.42
521889.44	167578.79
521957.62	167525.23
522218.58	167538.58
522321.28	167448.76
522582.24	167462.11
522685.91	167353.35
522783.76	167358.36
522851.94	167304.82
522863.6	167077.3
523279.32	166623.35
523377.17	166628.37
523479.89	166538.59
523578.7	166524.68
523681.43	166434.9
523779.27	166439.94
524021.31	166186.28
524054.55	165541.73
524158.27	165433.05
524131.45	165317.63
524648.26	164812.18
524654.15	164698.39
524725.2	164588.05
524768.71	164381.24
525046.4	164072.58
525052.31	163958.87
525155.08	163869.24
525166.92	163641.76
525305.25	163496.92
525500.93	163507.12
525846.92	163145.12
525852.86	163031.43
525991.2	162886.64
526090.03	162872.82
526192.83	162783.18
526290.67	162788.29
526464.68	162588.39
526562.53	162593.51
526666.32	162484.96
526764.16	162490.08
526903.63	162326.42
526914.55	162118.01
526884.84	162059.46
526787	162054.33
526695.12	161935.52
526597.28	161930.39
526504.41	161830.5
526406.56	161825.37
526347.26	161708.26
526151.58	161697.98
526059.71	161579.16
525864.02	161568.88
525834.43	161510.32
525839.41	161415.55
525717.85	161238.14
525522.16	161227.85
525429.31	161127.93
525168.35	161114.19
525065.52	161203.83
524966.69	161217.61
524874.83	161098.74
523211.39	161011.21
523108.55	161100.89
522945.45	161092.31
522883.17	161031.99
522894.15	160823.39
522709.45	160604.49
522715.45	160490.71
522563.35	160273.5
522569.35	160159.73
522507.2	160099.4
522409.36	160094.23
522195.01	159816.65
522212.07	159494.24
522280.35	159440.8
522345.61	159444.25
522413.78	159390.81
522383.21	159351.14
522187.53	159340.78
522120.25	159375.27
522146.8	159490.78
522010.36	159597.67
522037.92	159694.24
521934.07	159802.86
521928.05	159916.65
522020.88	160016.67
522008.87	160244.25
521734.03	160496.03
521668.76	160492.59
521600.5	160546.05
521595.5	160640.91
521491.67	160749.56
521474.7	161072.02
521403.45	161182.39
521392.49	161391.06
521451.79	161508.29
521440.84	161716.95
521405.28	161772.14
521307.44	161767.01
521215.56	161648.07
520855.77	161648.21
520752.96	161737.95
520492	161724.27
520284.39	161941.68
520089.7	161912.48
520054.03	161967.69
520048.07	162081.53
520139.96	162200.48
520123.1	162523.04
520020.3	162612.81
520014.36	162726.65
519910.58	162835.39
519899.69	163044.12
519693.13	163242.66
519876.97	163480.53
519871.05	163594.44
519836.5	163630.65
519738.66	163625.56
519634.9	163734.32
519439.21	163724.16
519403.56	163779.38
519397.65	163893.3
519294.88	163983.06
519288.97	164096.91
519185.22	164205.76
519180.3	164300.6
519301.87	164478.21
519497.67	164488.35
519559.88	164548.65
519522.4	164641.79
519451.23	164752.33
519445.35	164866.18
519170.66	165118.38
519141.02	165059.77
519151.81	164851
519030.23	164673.4
518932.38	164668.34
518809.7	164509.81
518815.6	164395.87
518753.29	164335.56
518717.76	164390.81
518711.86	164504.74
518573.58	164649.78
518475.74	164644.71
518372	164753.6
518274.15	164748.54
518244.41	164689.9
518250.3	164575.96
518320.48	164484.48
518358.96	164372.22
518296.75	164311.91
518198.8	164306.83
518106.85	164187.88
518009.01	164182.81
517948.77	164084.57
517845.02	164193.38
517747.07	164188.31
517655.13	164069.34
517557.28	164064.27
517521.75	164119.53
517614.68	164219.47
517597.97	164542.2
517749.3	164778.5
517776.97	164875.05
517806.72	164933.68
517904.56	164938.74
517996.52	165057.74
518061.68	165061.11
518216.95	165221.33
518211.08	165335.28
518270.47	165452.52
518253.84	165775.21
518218.34	165830.47
518120.38	165825.43
518090.73	165766.81
518096.6	165652.93
518034.26	165592.62
517969.11	165589.26
517876.15	165489.29
517778.31	165484.25
517686.22	165365.31
517588.38	165360.26
517496.41	165241.25
517431.26	165237.89
517184.02	164958.68
517189.9	164844.71
517129.54	164746.46
517108.75	164516.89
517048.39	164418.63
517060.19	164190.74
517163.94	164081.9
517179.7	163778.17
517215.23	163722.84
517313.19	163727.92
517416.95	163619.1
518036.59	163651.29
518128.52	163770.26
518324.32	163780.42
518416.25	163899.45
518611.94	163909.6
518704.86	164009.53
518770.01	164012.91
519012.18	163759.06
519018.1	163645.19
519121.86	163536.42
519126.8	163441.51
519230.57	163332.74
519016.13	163055.16
518918.29	163050.06
518888.57	162991.43
518893.51	162896.52
518801.61	162777.55
518807.55	162663.68
518715.65	162544.7
518732.5	162222.05
518701.91	162182.37
518049.58	162148.26
517957.7	162029.26
517403.22	162000.26
517264.74	162145.33
517258.79	162259.24
517087.75	162402.62
516988.92	162416.48
516929.71	162299.16
516861.47	162352.71
516855.52	162466.63
516752.73	162556.48
516815.02	162616.84
516912.86	162621.94
517034.38	162799.62
517029.43	162894.56
517150.95	163072.22
517248.79	163077.32
517279.51	163117.01
517267.65	163344.82
517129.22	163489.94
516933.54	163479.77
516898	163535.03
516892.08	163648.95
516856.55	163704.22
516758.7	163699.14
516655.82	163789.01
516556.99	163802.96
516418.69	163948.05
516401.96	164270.87
516262.69	164435.08
516066.89	164424.95
515853.38	164128.22
515858.29	164033.31
516033.22	163813.82
516070.72	163720.61
516008.42	163660.19
515910.57	163655.11
515818.65	163536.09
515753.49	163532.7
515685.27	163586.29
515679.35	163700.3
515576.58	163790.13
515570.67	163904.08
515535.03	163959.43
515176.23	163940.83
514992.36	163702.69
514796.67	163692.54
514766.07	163652.9
514771.98	163538.87
514709.68	163478.5
514674.14	163533.79
514663.3	163742.76
514523.9	163907.02
514426.05	163901.95
514363.86	163841.51
514369.77	163727.53
514339.05	163687.89
514144.35	163658.7
513900.16	163322.16
513832.04	163375.77
513792.64	164135.77
513756.99	164191.14
513659.15	164186.08
513555.41	164295.01
513359.72	164284.89
513300.35	164167.51
513202.51	164162.44
513099.75	164252.35
512904.06	164242.22
512873.45	164202.58
512884.27	163993.52
512821.96	163933.14
512757.68	163910.71
512689.57	163964.34
512781.51	164083.43
512643.11	164228.72
512544.28	164242.71
512422.71	164064.86
512428.61	163950.83
512366.3	163890.44
512300.05	163906.1
512129.18	164049.67
512112.46	164372.85
512174.67	164433.24
512278.41	164324.2
512539.37	164337.69
512568.99	164396.45
512552.31	164719.54
512614.63	164779.92
512810.32	164790.02
512984.22	164589.39
513083.05	164575.4
513266.96	164813.58
513430.07	164822
513492.4	164882.37
513487.5	164977.33
513348.15	165141.67
512695.81	165108.05
512603.85	164988.92
512310.31	164973.78
512066.03	164637.2
511870.34	164627.1
511777.4	164527.06
511674.65	164617
511552.08	164458.24
511563.88	164230.08
511770.38	164031.1
511708.07	163970.69
511610.22	163965.63
511435.31	164185.35
511239.62	164175.23
511136.86	164265.18
511107.23	164206.47
511112.15	164111.46
511049.83	164051.05
510788.88	164037.55
510753.35	164092.9
510782.98	164151.62
510881.81	164137.63
510911.43	164196.34
510899.64	164424.54
510865.1	164460.83
510669.41	164450.73
510633.89	164506.08
510628	164620.22
510559.79	164673.89
510298.83	164660.42
510195.11	164769.46
509738.46	164745.91
509646.5	164626.77
509548.66	164621.72
509519.03	164562.99
509524.92	164448.83
509663.19	164303.47
509858.88	164313.58
509918.26	164431.04
510113.94	164441.15
510149.47	164385.79
509934.96	164107.77
509870.68	164085.33
509715.44	163924.75
509721.35	163810.66
509691.72	163751.92
509593.88	163746.85
509558.35	163802.22
509546.54	164030.48
509478.32	164084.16
509315.21	164075.72
509252.89	164015.29
509258.8	163901.12
509229.17	163842.38
508935.64	163827.19
508843.71	163708.01
508777.45	163723.69
508593.59	163485.25
508495.75	163480.18
508391.99	163589.3
507935.35	163565.65
507873.04	163505.14
507911.54	163392.68
507849.34	163332.24
507653.65	163322.09
507618.01	163377.47
507606.18	163605.83
507467.88	163751.24
506261.07	163688.8
506138.42	163529.84
506111.75	163413.9
506082.13	163355.12
505625.5	163331.47
505533.57	163212.2
505271.63	163217.75
504902.97	162759.55
504642.02	162746
504539.24	162836.13
504416.61	162677.03
504427.49	162467.66
504335.59	162348.27
504341.53	162234.04
504444.33	162143.92
504450.27	162029.69
504387.98	161969.18
504290.14	161964.08
504138.06	161746.14
504041.21	161722.02
503671.58	161282.66
503410.64	161269.03
503381.04	161210.2
503519.53	161064.66
503618.37	161050.76
503652.94	161014.36
503658.91	160900.11
503629.32	160841.28
503433.53	160831.04
503329.71	160940.17
503231.87	160935.06
503093.49	161080.61
503185.36	161199.98
503179.39	161314.25
503111.15	161367.97
503046.98	161345.55
502874.94	161508.44
502868.98	161622.7
502694.95	161823.72
502689	161938
502841.21	162156
502835.27	162270.27
502927.16	162389.69
502916.29	162599.13
502777.85	162744.74
502680	162739.66
502611.89	162793.42
502703.8	162912.76
502697.88	163027.1
502853.09	163187.87
502950.94	163192.93
503022.01	163082.04
503176.24	163261.88
503170.32	163376.21
503292.86	163535.26
503488.66	163545.38
503518.28	163604.19
503379	163768.9
503282.03	163744.75
503213.93	163798.51
503397.81	164037.19
503392.9	164132.36
503576.8	164371.02
503571.9	164466.18
503693.49	164644.34
503791.44	164649.38
503821.08	164708.18
503804.43	165031.89
504081.33	165370.66
504070.59	165580.12
503863.19	165798.56
503858.31	165893.78
503754.62	166003.02
503816.96	166063.48
503914.8	166068.49
503944.46	166127.27
503939.59	166222.49
503969.24	166281.28
504262.89	166296.29
504292.55	166355.07
504286.71	166469.3
504379.69	166569.51
504368.03	166797.97
504461.02	166898.17
504449.37	167126.62
504346.67	167216.84
504438.7	167336.05
504432.89	167450.28
504226.55	167649.77
504318.59	167768.97
504302.15	168092.64
504266.68	168148.1
503418.53	168105.07
503296.8	167927.08
503301.64	167831.85
503239.27	167771.4
503174.12	167768.09
503105.95	167821.91
503101.11	167917.15
502997.47	168026.44
503025.22	168123.33
502956.09	168196.17
502859.21	168172.19
502788.26	168283.15
502592.57	168273.24
502524.41	168327.07
502647.11	168486.05
502841.84	168514.98
502945.47	168405.68
503304.28	168423.85
503519.16	168702.02
503535.37	169027.39
503363.6	169190.52
503200.6	169182.29
503097.95	169272.59
502999.99	169267.65
502792.77	169486.3
502336.12	169463.28
502233.47	169553.6
502135.63	169548.67
502043.54	169429.46
500933.59	169392.59
500759.91	169593.97
499911.88	169551.27
499876.42	169606.8
499870.67	169721.13
499803.48	169755.98
499640.37	169747.78
499433.18	169966.63
498976.52	169943.69
498884.42	169824.41
498590.89	169809.65
498531.37	169692
498433.52	169687.08
498329.93	169796.53
498232.08	169791.61
498128.49	169901.08
497573.99	169873.22
497481.89	169753.91
497220.93	169740.79
497117.34	169850.28
497019.49	169845.36
496984.04	169900.93
497077.1	170001.21
496663.6	170420.17
496653.09	170629.96
496410.51	170904.66
496318.39	170785.28
496155.27	170777.12
496092.87	170716.64
496109.1	170392.39
496315.42	170192.4
496331.69	169868.17
496209.78	169689.97
496106.19	169799.48
496008.34	169794.57
495886.54	169616.36
495897.09	169406.54
495649.58	169126.35
495584.31	169123.06
495492.23	169003.69
495035.58	168980.67
494943.51	168861.28
494747.81	168851.42
494562.71	168631.67
493910.37	168598.75
493850.88	168480.97
493557.35	168466.15
493372.26	168246.33
493306.99	168243.03
493121.91	168023.19
493024.07	168018.25
492902.22	167839.87
492908.02	167725.36
492844.8	167683.87
492747.92	167659.85
492687.49	167561.09
492393.95	167546.22
492241.49	167327.96
492144.61	167303.94
491929.79	167025.08
491999.91	166932.92
491970.24	166874
491872.39	166869.03
491842.61	166810.1
491848.44	166695.56
491725.78	166536.18
491627.94	166531.2
491535.92	166411.68
491242.28	166396.73
491089.97	166178.39
490894.29	166168.42
490679.54	165889.44
490691.23	165660.3
490726.73	165604.68
490824.68	165609.68
490860.18	165554.06
490898.61	165441.16
491036.95	165295.06
491232.64	165305.06
491267.17	165268.52
491204.83	165207.91
490846.15	165189.56
490639.61	165389.61
490378.77	165376.29
490286.78	165256.71
490090.99	165246.7
490031.69	165128.78
489738.05	165113.76
489645.09	165013.24
489482.1	165004.9
489234.84	164724.11
489240.71	164609.5
489181.32	164491.55
489192.1	164281.41
489330.47	164135.28
489526.16	164145.33
489586.41	164244.2
489690.13	164134.62
489983.77	164149.7
490122.04	164003.6
490133.83	163774.36
490070.53	163732.85
489809.58	163719.43
489779.95	163660.46
489802.58	163221.16
489838.11	163165.48
489936.06	163170.53
490119.93	163409.86
490479.71	163409.2
490721.76	163153.61
490732.6	162943.54
490702.98	162884.57
490605.14	162879.52
490512.22	162779.03
490317.42	162749.78
490281.88	162805.38
490275.96	162919.96
490136.67	163085.17
488538.4	163002.72
488508.78	162943.73
488514.7	162829.04
488360.47	162648.67
488295.21	162645.3
488202.3	162544.76
488104.46	162539.71
488012.54	162419.95
487914.7	162414.89
487855.48	162296.88
487757.53	162291.81
487664.63	162191.19
487566.79	162186.12
487322.66	161847.74
487224.82	161842.67
486978.85	161542.49
487016.38	161448.61
486924.49	161328.86
486960.05	161273.22
487057.89	161278.3
487160.69	161187.81
487519.48	161206.45
487623.28	161096.89
487916.91	161112.15
487988.03	161000.9
488085.87	161005.98
488154.11	160952.06
488090.84	160910.43
487993	160905.34
487963.4	160846.32
487975.34	160617.04
488010.9	160561.42
488304.43	160576.71
488396.29	160696.44
488494.25	160701.54
488668.19	160499.87
488766.03	160504.97
488869.85	160395.45
488967.69	160400.55
489071.62	160291.05
489233.62	160318.63
489337.44	160209.13
489533.23	160219.35
489568.8	160163.75
489580.78	159934.55
489719.18	159788.55
489817.02	159793.66
489885.28	159739.78
489964.47	158230.86
489872.67	158111.11
489895.83	157671.81
489803.03	157571.13
489809.08	157456.53
489844.68	157400.95
490040.36	157411.29
490282.86	157155.96
490300.04	156831.28
490240.85	156713.24
490253.89	155852.04
490194.72	155733.98
490168.25	155617.59
490137.59	155577.7
490040.77	155553.35
489948.01	155452.69
489687.08	155438.8
489657.55	155379.76
489663.66	155265.09
489735.03	155153.97
489740.12	155058.51
489680.98	154940.36
489692.19	154730.3
489763.58	154619.12
489704.44	154501.03
489709.54	154405.51
489617.84	154285.67
489629.08	154075.54
489537.38	153955.7
489554.79	153630.96
489658.78	153521.6
489704.99	152662.01
489613.33	152542.14
489637.02	152102.79
489544.34	152001.98
489556.72	151772.77
489464.05	151671.95
489494.03	151117.98
489632.72	150972.22
489730.56	150977.52
489834.61	150868.23
489932.45	150873.53
490139.63	150674.04
490302.62	150682.89
490510.73	150464.35
490607.64	150488.75
490783.09	150268.45
490880.92	150273.77
490983.95	150183.59
491081.9	150188.92
491112.39	150228.9
491099.93	150458.04
491029.48	150549.99
491005.64	150989.21
491311.13	151388.8
491572.06	151402.94
491676.11	151293.68
491773.94	151298.98
491876.95	151208.8
493149.96	151258.69
493333.22	151498.33
493789.82	151523.06
493881.46	151642.86
493979.29	151648.16
494014.97	151592.68
493923.34	151472.88
493962.12	151360.15
493900.07	151299.37
493639.14	151285.22
493546.48	151184.47
493448.64	151179.16
493264.37	150958.58
492905.6	150939.1
492813.98	150819.26
492716.15	150813.95
492624.53	150694.11
492461.44	150685.24
492277.18	150464.6
492081.4	150453.95
492022.48	150335.87
491924.65	150330.54
491833.04	150210.67
491735.21	150205.34
491642.57	150104.53
491544.62	150099.2
491453.03	149979.31
491290.04	149970.44
491198.45	149850.54
491100.62	149845.21
490795.25	149445.48
490800.47	149349.98
490771.02	149290.91
490477.41	149274.88
490441.7	149330.39
490423.99	149655.08
490546.07	149814.99
490644.02	149820.33
490673.47	149879.39
490660.99	150108.56
490315.06	150453.71
490151.04	150463.93
490048.02	150554.14
489493.47	150524.02
489401.86	150404.09
489302.99	150417.85
489211.38	150297.92
489113.55	150292.6
488899.85	150012.71
488906.09	149898.09
488876.53	149839
488778.69	149833.67
488749.24	149774.58
488754.44	149679.04
488571.27	149439.11
488576.48	149343.56
488393.33	149103.61
488398.55	149008.05
488277.42	148828.96
488179.59	148823.61
487995.41	148602.71
487930.15	148599.14
487868.14	148538.25
487874.42	148423.59
487844.87	148364.48
487747.04	148359.12
487412.37	147899.85
487313.48	147913.63
487251.48	147852.73
487257.77	147738.06
486801.05	147118.65
486703.22	147113.27
486611.69	146993.21
486513.86	146987.82
486329.77	146766.76
486264.51	146763.17
486173	146643.02
485977.33	146632.24
485885.82	146512.15
485168.31	146472.6
485064.15	146581.93
484966.32	146576.54
484862.17	146685.94
484764.33	146680.56
484661.24	146770.74
484563.41	146765.35
484387.69	146985.92
484094.19	146969.78
483990.05	147079.15
483828.01	147051.02
483619.73	147269.85
483456.64	147260.89
483352.5	147370.28
483156.84	147359.54
483053.76	147449.84
482401.5	147414.06
482297.37	147523.48
481840.78	147498.44
481749.24	147378.27
480933.89	147333.55
480841.31	147232.47
480384.72	147207.41
480293.19	147087.2
479738.77	147056.77
479647.24	146936.54
479549.41	146931.17
479457.89	146810.87
479294.8	146801.91
479202.22	146700.85
479006.56	146690.1
478915.04	146569.85
478817.1	146564.46
478758.27	146445.93
478660.44	146440.55
478567.87	146339.48
478274.26	146323.32
478182.76	146202.98
478117.61	146199.39
478026.1	146079.11
477732.5	146062.94
477639.94	145961.83
477183.35	145936.68
477008.77	146138.36
476160.75	146091.68
475947.28	145810.94
475953.61	145695.93
475891.52	145634.85
475728.43	145625.86
475624.27	145735.43
475167.68	145710.27
475076.18	145589.91
474880.52	145579.12
474787.97	145477.96
474527.05	145463.57
474435.56	145343.12
474337.73	145337.72
474246.25	145217.33
474148.41	145211.93
473996.97	144992.07
473899.13	144986.67
473807.66	144866.26
473709.83	144860.86
473680.43	144801.55
473692.09	144590.68
473662.59	144531.37
473564.76	144525.96
473380.77	144304.25
473282.94	144298.83
473253.55	144239.51
473265.23	144028.62
472655.56	143225.53
472661.96	143110.49
472599.9	143049.34
472534.64	143045.71
472288.67	142762.74
472295.08	142647.69
472265.71	142588.36
472166.81	142602.06
471954.61	142301.71
471959.96	142205.81
471718.32	141846.07
471723.68	141750.17
471477.78	141467.07
471412.52	141463.42
471321.13	141342.88
471223.3	141337.4
471131.92	141216.85
470577.52	141185.81
470334.87	140845.07
470041.39	140828.62
469919.59	140667.82
469956.23	140015.51
469864.77	139894.89
469871.24	139779.79
469537.48	139318.24
469516.69	139105.39
469619.94	139014.96
469561.29	138896.17
469108.93	138216.11
NA	NA
571647.73	202652.83
571379.26	202810.09
571375.13	202903.88
571304.88	203013.53
571299.92	203126.05
571027.35	203377.15
570570.59	203357.06
570192.74	203772.75
570094.87	203768.45
570001.95	203651.6
569643.06	203635.84
569550.13	203518.97
569354.4	203510.37
569284.28	203620.09
569186.41	203615.79
568981.5	203813.61
568687.9	203800.74
568617.68	203910.46
568226.2	203893.3
567883.57	204254.4
567878.65	204367.01
567844.31	204403.14
567648.57	204394.58
567524.68	204238.7
567662.53	204075.48
567760.4	204079.76
567795.56	204024.89
567813.67	203611.93
567596.78	203339.1
567042.15	203314.73
566940.16	203404.31
566842.29	203400.02
566772.06	203509.79
565825.97	203468.26
565755.74	203578.06
564255.85	203493.47
564153.03	203601.88
564055.17	203597.59
563984.94	203707.44
563887.08	203703.15
563784.27	203811.58
563686.4	203807.29
563593.47	203690.29
563495.6	203686
563425.38	203795.86
563229.65	203787.29
563024.87	203985.42
562829.13	203976.86
562486.41	204338.43
562510.08	204546.58
561961.86	205125.23
561864.81	205102.2
561384.39	205627.44
561286.52	205623.2
561251.38	205678.17
561247.31	205772.17
561144.56	205880.72
561116.94	206519.85
561209.94	206636.91
561201.03	206843.63
561261.45	206959.28
561252.56	207166
561345.58	207283.04
561588.04	207726.56
NA	NA
543807.25	206964.82
543879.81	206797.79
543977.68	206801.98
544012.69	206746.78
544017.54	206633.5
544051.74	206597.2
544149.61	206601.4
544243.55	206699.9
544340.61	206723
544375.62	206667.8
544413.06	206555.99
544448.18	206500.8
544807.07	206516.2
544949.09	207013.69
NA	NA
545634.27	207043.02
546000.43	206888.64
546068.03	206834.86
546072.07	206740.54
546209.92	206576.4
546307.78	206580.6
546377.93	206470.19
546475.8	206474.39
546680.44	206275.41
546778.31	206279.62
546880.23	206189.52
546978.92	206174.83
547039.33	206290.84
547137.2	206295.05
547204.8	206241.22
547110.99	206142.78
547129.67	205709.08
547164.81	205653.86
547262.68	205658.08
547982.8	204876.96
547987.7	204763.85
548089.66	204673.81
548094.56	204560.7
548196.52	204470.67
548201.43	204357.57
548236.59	204302.43
548628.06	204319.44
548721.01	204436.79
548884.16	204443.87
548977.12	204561.21
549075.8	204546.63
549280.54	204347.8
549378.41	204352.05
549618.31	204098.12
549623.24	203985.05
549760.26	203839.96
549858.12	203844.22
549928.33	203734
550124.07	203742.54
550294.61	203580.07
550303.67	203372.78
550406.47	203264.01
550382.84	203055.29
550690.58	202747.83
550695.54	202634.79
550900.37	202436.11
550904.5	202341.89
551145.24	202069.33
551210.53	202072.21
551312.54	201982.3
551410.4	201986.61
551513.25	201877.89
551872.13	201893.69
552042.74	201731.36
552046.9	201637.16
552081.97	201582.1
552277.71	201590.73
552312.89	201535.67
552317.88	201422.67
552385.55	201369.04
552450	201390.74
552518.61	201318.31
552522.77	201224.12
552429.9	201106.79
552439.06	200899.6
552541.93	200790.93
552551.12	200583.75
552791.97	200311.39
552986.86	200338.89
553057.16	200228.8
553155.03	200233.15
553565.75	199817.45
554022.5	199837.79
554057.71	199782.77
554062.74	199669.74
554001.66	199572.74
553974.11	199458.32
554317.11	199096.27
554414.97	199100.64
554517.04	199010.93
554973.79	199031.36
555041.59	198977.81
555046.65	198864.87
554860.19	198649.03
554865.25	198536.02
555002.45	198391.33
555557.06	198416.21
555624.87	198362.68
555635.02	198136.77
555669.29	198100.64
556061.71	198099.37
556131.11	198008.19
556228.97	198012.59
556331.92	197904.08
556429.78	197908.49
556522.68	198025.8
556718.41	198034.6
556779.35	198131.63
557268.78	198153.63
557338.18	198062.47
557436.05	198066.87
557744.15	197760.26
557907.18	197767.6
558010.13	197659.15
558205.97	197667.98
558308.93	197559.53
558405.94	197582.8
558508.9	197474.3
558672.04	197481.66
558775	197373.23
559133.88	197389.43
559236.84	197281.02
559333.85	197304.29
559436.82	197195.81
559534.68	197200.24
559637.64	197091.84
559702.93	197094.79
559805.89	196986.4
560099.49	196999.68
560202.46	196891.3
560266.89	196913.04
560437.58	196751.21
560442.7	196638.41
560477.1	196602.27
560574.96	196606.71
560677.94	196498.35
560775.81	196502.79
560846.21	196392.96
561237.66	196410.73
561374.94	196266.26
561380.07	196153.48
561620.46	195900.7
562011.92	195918.52
562082.33	195808.73
562180.2	195813.19
562282.34	195723.66
562641.22	195740.02
562734.8	195838.45
562832.66	195842.91
562934.81	195753.39
563848.28	195795.03
563951.28	195686.77
564244.88	195700.16
564338.46	195798.56
564408.02	195707.6
564603.75	195716.53
564697.33	195814.92
566556.01	195918.45
566649.59	196016.81
566910.6	196028.7
567003.34	196145.8
567264.35	196157.69
567357.08	196274.77
567552.81	196283.68
567646.4	196382.01
568657.75	196428.03
568693.01	196373.22
568697.28	196279.37
568800.27	196171.24
568805.4	196058.64
568872.29	196024.06
569329.88	196026.15
569515.46	196260.23
569580.63	196263.2
569766.96	196478.52
570125.83	196494.85
570311.32	196728.87
570507.05	196737.77
570600.76	196836.03
570665.93	196838.99
570851.44	197072.97
570954.42	196964.87
571248.12	196978.22
571308.18	197093.7
571406.05	197098.15
571891.23	197214.15
NA	NA
564850.56	207866.49
564962.25	207551.4
564967.1	207438.72
565206.74	207185.6
565269.59	207244.75
565265.56	207338.6
565388.74	207513.29
565747.63	207528.72
565850.35	207420.26
566404.98	207444.12
566507.7	207335.62
566670.05	207361.46
567284.78	206748.48
567448.75	206736.71
567511.6	206795.84
567506.74	206908.52
567536.9	206966.24
567639.63	206857.78
567737.5	206862.01
567942.15	206664.05
568007.44	206666.87
568248.05	206395.17
